,self_employed,no_employees,tech_company,IT_role,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,phys_health_interview,obs_consequence
257,0,26-100,1.0,,Yes,I am not sure,I don't know,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No
258,0,500-1000,1.0,,Yes,Yes,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,I don't know,No
259,0,26-100,1.0,,Yes,I am not sure,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
260,0,26-100,1.0,,Yes,Yes,I don't know,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
261,0,26-100,1.0,,Yes,No,Yes,Yes,Yes,Neither easy nor difficult,No,No,Maybe,Yes,No,No
262,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,Yes,Yes
263,0,More than 1000,1.0,,Yes,Yes,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,I don't know,No
264,0,100-500,1.0,,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Yes,Maybe,Maybe,No,No,No
265,0,26-100,1.0,,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No
266,0,26-100,1.0,,Yes,I am not sure,Yes,I don't know,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,No,No
267,0,26-100,1.0,,Yes,Yes,I don't know,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
268,0,100-500,1.0,,No,No,No,No,I don't know,Very difficult,Yes,Maybe,No,No,No,Yes
269,0,26-100,1.0,,Yes,Yes,No,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No
270,0,6-25,1.0,,I don't know,Yes,No,No,I don't know,Somewhat easy,No,No,No,Maybe,Yes,Yes
271,0,26-100,1.0,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
272,0,More than 1000,1.0,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
273,0,26-100,1.0,,Yes,I am not sure,I don't know,Yes,I don't know,Very easy,No,No,Maybe,Maybe,Yes,No
274,1,,,,,,,,,,,,,,,
275,0,500-1000,1.0,,Yes,Yes,No,No,I don't know,Very difficult,Maybe,Maybe,Maybe,Maybe,No,No
276,0,100-500,0.0,1.0,I don't know,I am not sure,No,Yes,I don't know,Very difficult,Yes,Yes,No,Maybe,No,Yes
277,0,More than 1000,1.0,,Yes,I am not sure,I don't know,I don't know,I don't know,Neither easy nor difficult,No,No,Yes,No,I don't know,No
278,1,,,,,,,,,,,,,,,
279,0,26-100,1.0,,Yes,No,Yes,I don't know,Yes,Very difficult,Maybe,Maybe,Maybe,No,I don't know,No
280,0,More than 1000,1.0,,Yes,I am not sure,I don't know,Yes,I don't know,Somewhat easy,No,No,No,Maybe,I don't know,No
281,0,100-500,1.0,,Yes,Yes,No,No,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No
282,0,6-25,1.0,,Yes,Yes,No,No,I don't know,Very difficult,Yes,Maybe,No,No,No,No
283,1,,,,,,,,,,,,,,,
284,0,100-500,0.0,1.0,No,,No,Yes,I don't know,Neither easy nor difficult,Yes,No,Maybe,Maybe,I don't know,No
285,0,100-500,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,No,I don't know,No
286,0,100-500,1.0,,Yes,No,No,No,I don't know,Very easy,Maybe,No,Maybe,Maybe,No,Yes
287,0,500-1000,1.0,,I don't know,I am not sure,No,Yes,I don't know,Neither easy nor difficult,No,No,No,Yes,Yes,No
288,0,6-25,1.0,,No,No,No,No,No,Somewhat difficult,Yes,Maybe,No,No,No,No
289,0,500-1000,1.0,,I don't know,No,No,No,I don't know,Somewhat easy,No,No,No,Maybe,I don't know,No
290,0,6-25,1.0,,No,No,No,No,No,I don't know,Maybe,Maybe,No,No,No,Yes
291,0,26-100,1.0,,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No
292,0,26-100,1.0,,I don't know,No,Yes,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No
293,1,,,,,,,,,,,,,,,
294,0,100-500,1.0,,I don't know,No,No,No,I don't know,I don't know,Yes,Yes,No,No,I don't know,No
295,0,100-500,1.0,,No,No,No,No,I don't know,Very easy,No,No,Maybe,Maybe,I don't know,No
296,1,,,,,,,,,,,,,,,
297,0,More than 1000,1.0,,Yes,I am not sure,No,No,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
298,0,100-500,0.0,1.0,Yes,I am not sure,Yes,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No
299,0,More than 1000,0.0,1.0,I don't know,,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No
300,0,6-25,1.0,,Not eligible for coverage / N/A,,No,No,No,Somewhat difficult,No,No,No,Yes,I don't know,No
301,0,500-1000,1.0,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
302,0,More than 1000,0.0,1.0,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No
303,0,1-5,0.0,1.0,No,I am not sure,No,No,I don't know,Very difficult,Maybe,Maybe,Maybe,Maybe,No,Yes
304,1,,,,,,,,,,,,,,,
305,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,Yes,I don't know,Maybe,No,Maybe,Maybe,I don't know,No
306,0,1-5,1.0,,No,No,I don't know,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,Yes,No
307,0,500-1000,1.0,,I don't know,No,No,I don't know,I don't know,Very easy,No,No,Maybe,Maybe,Yes,No
308,1,,,,,,,,,,,,,,,
309,1,,,,,,,,,,,,,,,
310,0,6-25,1.0,,I don't know,No,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,Yes,No
311,1,,,,,,,,,,,,,,,
312,0,100-500,1.0,,Yes,I am not sure,Yes,No,I don't know,Very easy,No,No,Maybe,Maybe,Yes,No
313,0,6-25,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,Yes,No
314,0,26-100,1.0,,No,I am not sure,Yes,No,Yes,Very easy,No,No,Maybe,Yes,Yes,No
315,1,,,,,,,,,,,,,,,
316,0,26-100,0.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No
317,0,26-100,1.0,,Yes,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,Yes,No
318,0,6-25,1.0,,I don't know,I am not sure,No,No,Yes,Very easy,No,No,Maybe,Yes,I don't know,No
319,0,100-500,1.0,,Yes,Yes,No,No,I don't know,I don't know,Maybe,Maybe,Yes,Maybe,I don't know,No
320,0,6-25,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Very difficult,Maybe,Maybe,Maybe,No,I don't know,Yes
321,0,26-100,1.0,,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No
322,0,6-25,1.0,,Yes,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,Yes,Yes,Yes,No
323,0,6-25,1.0,,Yes,Yes,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,Yes,No
324,0,26-100,1.0,,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No
325,0,6-25,1.0,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No
326,0,6-25,1.0,,Yes,No,Yes,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,Yes,No
327,0,100-500,1.0,,Not eligible for coverage / N/A,No,No,I don't know,I don't know,Somewhat difficult,Maybe,No,No,No,I don't know,No
328,0,26-100,1.0,,No,,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,No,I don't know,No
329,0,26-100,0.0,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,No,Maybe,Yes,I don't know,No
330,1,,,,,,,,,,,,,,,
331,0,26-100,1.0,,Yes,I am not sure,No,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No
332,0,26-100,1.0,,Yes,No,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,I don't know,No
333,0,500-1000,1.0,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Yes,Maybe,Yes,No
334,0,6-25,1.0,,Not eligible for coverage / N/A,,Yes,No,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No
335,0,More than 1000,1.0,,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,No,No
336,0,26-100,1.0,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
337,1,,,,,,,,,,,,,,,
338,0,26-100,1.0,,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No
339,0,1-5,1.0,,Yes,Yes,No,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No
340,1,,,,,,,,,,,,,,,
341,0,26-100,1.0,,No,Yes,No,No,I don't know,Somewhat difficult,No,No,Maybe,Maybe,I don't know,No
342,0,6-25,1.0,,No,,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No
343,0,100-500,1.0,,I don't know,No,No,No,I don't know,Very easy,No,No,No,No,I don't know,No
344,0,100-500,1.0,,Yes,Yes,I don't know,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No
345,0,More than 1000,0.0,1.0,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,Yes,No,No
346,0,More than 1000,1.0,,No,No,No,No,No,Somewhat easy,Maybe,No,No,No,I don't know,No
347,0,6-25,1.0,,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No
348,0,26-100,1.0,,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No
349,0,100-500,1.0,,Yes,I am not sure,No,No,I don't know,Very easy,Maybe,No,Yes,Yes,I don't know,No
350,0,500-1000,1.0,,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,No
351,0,100-500,1.0,,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,No,No
352,0,1-5,1.0,,Yes,I am not sure,No,I don't know,No,Neither easy nor difficult,No,No,Maybe,Yes,I don't know,No
353,1,,,,,,,,,,,,,,,
354,1,,,,,,,,,,,,,,,
355,0,More than 1000,0.0,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Somewhat difficult,No,No,Yes,Yes,I don't know,No
356,0,100-500,1.0,,I don't know,No,No,Yes,Yes,I don't know,Yes,Maybe,No,No,I don't know,No
357,0,26-100,1.0,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
358,0,100-500,1.0,,Yes,Yes,No,No,I don't know,Somewhat difficult,Yes,No,No,No,No,No
359,0,100-500,1.0,,Yes,I am not sure,No,No,I don't know,I don't know,Yes,Maybe,No,Maybe,I don't know,No
360,1,,,,,,,,,,,,,,,
361,0,500-1000,1.0,,Yes,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,I don't know,No
362,0,100-500,1.0,,No,No,No,No,I don't know,Somewhat difficult,Yes,No,Maybe,Maybe,No,No
363,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Maybe,No,No
364,0,100-500,1.0,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
365,0,100-500,1.0,,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No
366,0,6-25,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,I don't know,Maybe,No,Yes,Maybe,I don't know,No
367,0,100-500,1.0,,Yes,No,Yes,Yes,I don't know,I don't know,Maybe,Yes,Yes,Maybe,Yes,No
368,0,6-25,1.0,,Yes,I am not sure,No,No,Yes,Somewhat easy,Maybe,Maybe,Maybe,Maybe,Yes,No
369,0,26-100,1.0,,I don't know,No,No,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No
370,0,500-1000,1.0,,Yes,Yes,I don't know,I don't know,Yes,Somewhat easy,Maybe,Maybe,Maybe,Yes,Yes,No
371,0,6-25,1.0,,I don't know,I am not sure,No,No,Yes,Neither easy nor difficult,No,No,Maybe,Yes,Yes,No
372,0,6-25,1.0,,Yes,No,No,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
373,1,,,,,,,,,,,,,,,
374,1,,,,,,,,,,,,,,,
375,0,26-100,1.0,,Yes,I am not sure,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,I don't know,No
376,0,500-1000,1.0,,I don't know,No,Yes,No,I don't know,Very easy,Maybe,No,No,No,Yes,No
377,0,26-100,1.0,,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,Yes,Maybe,Maybe,Maybe,No,No
378,1,,,,,,,,,,,,,,,
379,0,More than 1000,0.0,1.0,Yes,I am not sure,Yes,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,I don't know,No
380,0,26-100,1.0,,No,No,No,No,No,Somewhat easy,Yes,Maybe,Yes,Maybe,No,Yes
381,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No
382,0,100-500,1.0,,Yes,I am not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,I don't know,No
383,0,26-100,1.0,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
384,0,1-5,1.0,,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,No,I don't know,No
385,0,500-1000,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,No,No,No
386,1,,,,,,,,,,,,,,,
387,1,,,,,,,,,,,,,,,
388,0,More than 1000,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Yes,Yes,Maybe,No,No,No
389,0,100-500,1.0,,Yes,Yes,No,I don't know,I don't know,Very easy,No,No,Yes,Yes,I don't know,No
390,0,100-500,1.0,,Yes,Yes,I don't know,Yes,Yes,I don't know,Yes,Yes,No,No,I don't know,No
391,0,More than 1000,1.0,,Yes,I am not sure,I don't know,Yes,Yes,Somewhat easy,Maybe,No,No,No,I don't know,No
392,0,100-500,1.0,,Yes,Yes,No,I don't know,I don't know,Somewhat easy,No,No,No,Yes,Yes,No
393,0,100-500,1.0,,I don't know,No,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,I don't know,Yes
394,0,500-1000,1.0,,I don't know,No,I don't know,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No
395,1,,,,,,,,,,,,,,,
396,0,6-25,1.0,,No,,No,No,I don't know,Somewhat easy,No,No,No,Maybe,Yes,No
397,0,26-100,1.0,,I don't know,No,Yes,I don't know,Yes,Somewhat easy,Maybe,Maybe,Maybe,No,Yes,No
398,0,500-1000,1.0,,I don't know,I am not sure,Yes,Yes,I don't know,Somewhat easy,No,Maybe,Maybe,Maybe,Yes,No
399,1,,,,,,,,,,,,,,,
400,0,100-500,1.0,,Yes,I am not sure,No,I don't know,Yes,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No
401,0,6-25,1.0,,Yes,Yes,No,No,Yes,Very easy,Maybe,No,No,Yes,Yes,No
402,0,100-500,1.0,,No,No,No,No,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,I don't know,No
403,1,,,,,,,,,,,,,,,
404,0,26-100,1.0,,I don't know,No,Yes,No,I don't know,Very easy,Yes,Maybe,Maybe,Maybe,Yes,No
405,0,26-100,0.0,1.0,No,I am not sure,No,No,I don't know,Very easy,Maybe,No,Maybe,Maybe,I don't know,No
406,1,,,,,,,,,,,,,,,
407,0,100-500,1.0,,Yes,Yes,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,No,No
408,0,100-500,1.0,,Yes,No,No,No,I don't know,I don't know,Maybe,No,No,No,I don't know,No
409,0,26-100,1.0,,Yes,Yes,No,No,I don't know,Somewhat easy,No,No,Yes,Maybe,I don't know,No
410,0,100-500,1.0,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,Maybe,I don't know,No
411,0,More than 1000,1.0,,Yes,I am not sure,Yes,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,I don't know,No
412,0,26-100,1.0,,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,Yes
413,1,,,,,,,,,,,,,,,
414,0,26-100,1.0,,Yes,I am not sure,Yes,I don't know,Yes,Very easy,No,No,Yes,Yes,Yes,No
415,0,6-25,0.0,1.0,Yes,I am not sure,No,Yes,No,Neither easy nor difficult,No,No,Yes,Yes,Yes,No
416,0,26-100,1.0,,No,No,Yes,No,I don't know,Very difficult,No,No,Yes,Yes,Yes,No
417,1,,,,,,,,,,,,,,,
418,1,,,,,,,,,,,,,,,
419,0,26-100,1.0,,Not eligible for coverage / N/A,No,No,No,I don't know,I don't know,No,No,Maybe,Yes,I don't know,No
420,0,26-100,1.0,,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,Maybe,Yes,Maybe,I don't know,No
421,0,100-500,1.0,,Yes,I am not sure,No,No,I don't know,Somewhat difficult,No,No,Maybe,Maybe,No,No
422,0,100-500,1.0,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
423,0,More than 1000,0.0,1.0,Yes,No,I don't know,Yes,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No
424,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Very difficult,Maybe,Maybe,No,No,I don't know,No
425,0,26-100,1.0,,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Yes,Yes,I don't know,No
426,0,More than 1000,1.0,,Yes,Yes,Yes,Yes,Yes,I don't know,Maybe,No,No,No,I don't know,No
427,0,100-500,1.0,,No,No,No,No,I don't know,I don't know,Yes,Maybe,No,No,I don't know,No
428,1,,,,,,,,,,,,,,,
429,0,26-100,1.0,,Yes,Yes,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,No,No
430,0,100-500,1.0,,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No
431,0,26-100,0.0,1.0,I don't know,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,Yes,Yes
432,0,100-500,1.0,,I don't know,,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No
433,1,,,,,,,,,,,,,,,
434,0,100-500,1.0,,No,,No,No,Yes,I don't know,Maybe,No,Maybe,No,I don't know,No
435,0,100-500,1.0,,I don't know,,I don't know,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No
436,0,500-1000,1.0,,No,No,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No
437,0,26-100,0.0,1.0,No,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,Yes,No,Yes
438,0,26-100,1.0,,Yes,No,No,I don't know,Yes,Neither easy nor difficult,Maybe,Maybe,Yes,Maybe,I don't know,No
439,0,100-500,1.0,,Yes,No,I don't know,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No
440,0,100-500,0.0,1.0,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No
441,1,,,,,,,,,,,,,,,
442,1,,,,,,,,,,,,,,,
443,1,,,,,,,,,,,,,,,
444,1,,,,,,,,,,,,,,,
445,0,More than 1000,0.0,1.0,I don't know,I am not sure,No,No,No,Neither easy nor difficult,Yes,No,No,Maybe,I don't know,No
446,0,100-500,1.0,,Yes,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,Yes,No
447,0,6-25,1.0,,I don't know,I am not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No
448,0,100-500,1.0,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,I don't know,No
449,0,26-100,1.0,,I don't know,No,No,No,No,Somewhat difficult,Maybe,Maybe,No,No,I don't know,No
450,1,,,,,,,,,,,,,,,
451,0,More than 1000,0.0,1.0,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Yes,No,No
452,0,1-5,1.0,,No,,No,No,No,Very difficult,Yes,No,No,No,I don't know,No
453,0,26-100,1.0,,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
454,0,500-1000,1.0,,Yes,I am not sure,Yes,No,I don't know,Very easy,No,No,Yes,Yes,I don't know,No
455,0,6-25,1.0,,No,No,No,No,I don't know,Very easy,Maybe,Maybe,No,Maybe,No,No
456,0,6-25,1.0,,Yes,Yes,No,Yes,I don't know,Somewhat difficult,No,No,Maybe,Yes,Yes,No
457,0,More than 1000,1.0,,Yes,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,No,No
458,0,6-25,1.0,,Yes,I am not sure,No,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No
459,0,1-5,0.0,1.0,Not eligible for coverage / N/A,,Yes,No,Yes,Neither easy nor difficult,No,No,Yes,Yes,Yes,No
460,0,1-5,1.0,,No,,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,No
461,0,1-5,1.0,,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Yes,Yes,No,No,No,No
462,0,6-25,0.0,1.0,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No
463,1,,,,,,,,,,,,,,,
464,0,More than 1000,0.0,1.0,I don't know,No,No,No,I don't know,Very difficult,Yes,No,No,No,No,No
465,0,26-100,1.0,,Yes,No,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,I don't know,No
466,0,26-100,1.0,,Yes,Yes,No,No,No,Somewhat easy,No,No,Maybe,Maybe,No,No
467,0,6-25,1.0,,No,No,No,No,I don't know,Somewhat difficult,Yes,No,No,No,I don't know,No
468,1,,,,,,,,,,,,,,,
469,0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No
470,0,6-25,1.0,,No,No,No,I don't know,I don't know,Neither easy nor difficult,No,No,Yes,Yes,I don't know,No
471,0,More than 1000,0.0,1.0,Yes,I am not sure,I don't know,Yes,Yes,Very easy,No,No,Maybe,Yes,I don't know,No
472,0,6-25,1.0,,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No
473,0,26-100,0.0,1.0,Yes,Yes,No,No,Yes,Neither easy nor difficult,No,No,Maybe,Maybe,Yes,No
474,0,1-5,1.0,,I don't know,I am not sure,No,No,I don't know,Very easy,No,No,Maybe,Maybe,Yes,No
475,0,More than 1000,1.0,,Yes,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,No,No,No,I don't know,No
476,0,6-25,1.0,,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,No,No,I don't know,No
477,0,6-25,0.0,1.0,Yes,I am not sure,No,No,Yes,Somewhat difficult,Maybe,Maybe,No,Maybe,No,No
478,0,6-25,1.0,,I don't know,I am not sure,No,No,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No
479,0,100-500,1.0,,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Yes,No,No,No,I don't know,No
480,0,6-25,1.0,,I don't know,No,No,No,I don't know,I don't know,Yes,No,No,No,I don't know,No
481,0,100-500,1.0,,Yes,No,No,Yes,Yes,I don't know,Maybe,No,No,No,I don't know,No
482,1,,,,,,,,,,,,,,,
483,0,26-100,1.0,,Yes,I am not sure,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,No,No
484,0,6-25,1.0,,I don't know,I am not sure,No,I don't know,No,Neither easy nor difficult,Maybe,Maybe,No,Maybe,I don't know,No
485,1,,,,,,,,,,,,,,,
486,1,,,,,,,,,,,,,,,
487,0,6-25,0.0,0.0,Not eligible for coverage / N/A,I am not sure,I don't know,I don't know,I don't know,I don't know,Yes,Maybe,Maybe,Maybe,No,Yes
488,1,,,,,,,,,,,,,,,
489,0,500-1000,1.0,,I don't know,I am not sure,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No
490,0,6-25,1.0,,No,,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Maybe,No,No
491,0,100-500,1.0,,Yes,No,No,Yes,I don't know,Somewhat difficult,Yes,No,No,Maybe,I don't know,No
492,0,6-25,1.0,,No,I am not sure,Yes,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No
493,0,100-500,1.0,,I don't know,No,No,I don't know,I don't know,Very easy,Maybe,No,Maybe,Maybe,I don't know,No
494,0,26-100,1.0,,Yes,Yes,No,I don't know,I don't know,Very easy,No,No,Maybe,Yes,Yes,No
495,0,100-500,1.0,,Yes,Yes,No,No,Yes,Very difficult,Maybe,No,Maybe,Yes,I don't know,No
496,0,100-500,1.0,,Yes,Yes,Yes,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No
497,0,500-1000,0.0,1.0,Yes,No,No,I don't know,I don't know,Very easy,Maybe,Maybe,Yes,Yes,Yes,No
498,1,,,,,,,,,,,,,,,
499,1,,,,,,,,,,,,,,,
500,0,More than 1000,1.0,,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,Maybe,No,No,No,No
501,1,,,,,,,,,,,,,,,
502,0,More than 1000,1.0,,Yes,I am not sure,No,I don't know,No,Very difficult,Yes,Maybe,Maybe,No,No,Yes
503,0,6-25,1.0,,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,No,No
504,0,More than 1000,1.0,,Yes,No,Yes,I don't know,I don't know,Somewhat easy,No,Maybe,Maybe,Yes,I don't know,No
505,0,1-5,1.0,,No,Yes,No,No,No,Very difficult,Yes,No,No,No,No,Yes
506,0,26-100,1.0,,No,,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,No,No,No
507,0,6-25,1.0,,Yes,Yes,No,No,I don't know,Somewhat difficult,No,No,Yes,Yes,Yes,No
508,0,6-25,1.0,,Yes,No,No,No,I don't know,Very difficult,No,No,Maybe,Maybe,I don't know,No
509,0,100-500,1.0,,Yes,No,No,Yes,No,Neither easy nor difficult,Yes,Yes,Maybe,No,No,Yes
510,0,More than 1000,0.0,1.0,Yes,I am not sure,Yes,Yes,Yes,Somewhat difficult,No,No,Maybe,Yes,Yes,No
511,1,,,,,,,,,,,,,,,
512,0,More than 1000,1.0,,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,No,No,Maybe,I don't know,No
513,0,26-100,1.0,,Yes,No,Yes,Yes,I don't know,I don't know,No,No,Yes,Yes,Yes,No
514,0,6-25,1.0,,Yes,Yes,No,No,I don't know,Neither easy nor difficult,No,No,No,Maybe,I don't know,No
515,0,More than 1000,0.0,1.0,I don't know,I am not sure,Yes,I don't know,Yes,Somewhat easy,Yes,No,No,No,I don't know,No
516,1,,,,,,,,,,,,,,,
517,0,More than 1000,0.0,1.0,No,No,Yes,Yes,I don't know,Somewhat easy,Maybe,No,No,No,I don't know,No
518,1,,,,,,,,,,,,,,,
519,1,,,,,,,,,,,,,,,
